earnings_30mo,enrolled,offer,age2225,age2629,age3035,age3644,age4554,married,hsorged,prior_employment_status,black,hispanic,male,afdc,class_tr,ojt_jsa
917,0,0,0,0,0,0,1,Not married,Diploma/GED,Unknown,0,0,0,1,1,0
375,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
2359,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
22530,0,0,0,1,0,0,0,Not married,Diploma/GED,Unknown,0,0,0,0,0,1
13280,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
690,0,0,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
15492,1,1,0,0,1,0,0,Married,Diploma/GED,Unknown,0,0,0,0,1,0
1215,1,1,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,1,0
395,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
15663,0,0,0,0,0,0,1,Unknown,Unknown,Unknown,0,0,0,0,0,1
0,0,1,0,0,0,0,1,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,1,0
39360,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
1938,0,0,0,0,0,1,0,Not married,No diploma/GED,Unknown,1,0,0,0,0,0
12845,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
634,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
3846,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
23628,0,0,0,0,0,1,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,1,0
42923,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
0,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,0
0,0,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
56776,1,1,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
24524,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
14362,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
87243,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
30747,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,0
0,0,0,1,0,0,0,0,Not married,No diploma/GED,Unknown,0,0,1,0,0,1
62364,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,0
2614,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
0,1,1,0,0,0,1,0,Married,No diploma/GED,Unknown,0,0,0,1,1,0
0,1,1,0,0,1,0,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
31357,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
21204,1,1,0,0,0,0,0,Married,Unknown,Worked less than 13 weeks in prior year,0,0,0,0,0,0
17194,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,1,0
1087,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
90,1,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
861,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
49490,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
5199,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
213,0,1,0,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
15366,0,1,1,0,0,0,0,Not married,No diploma/GED,Unknown,0,1,0,0,1,0
14132,0,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
1142,0,0,0,0,1,0,0,Not married,No diploma/GED,Unknown,1,0,0,1,0,0
2260,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,1,0
51183,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
45354,0,0,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,1,1,0,0,0,0,Married,Diploma/GED,Unknown,0,0,0,0,0,1
79278,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
69042,1,1,0,1,0,0,0,Married,No diploma/GED,Unknown,0,0,1,0,0,1
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
22437,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
34373,0,1,0,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
3379,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
46443,1,1,1,0,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,1
2036,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
25767,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
24888,0,1,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
75,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,0
20058,1,1,0,0,0,0,1,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,1
3594,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
63423,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
24606,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
18975,1,0,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
0,0,1,0,0,0,0,0,Not married,No diploma/GED,Unknown,0,1,0,0,0,0
20751,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
31765,0,1,0,0,1,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
15302,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
12327,1,1,0,1,0,0,0,Unknown,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
11115,0,1,0,1,0,0,0,Not married,No diploma/GED,Unknown,0,0,0,0,0,1
306,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,0
17127,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
18374,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
22698,1,1,1,0,0,0,0,Not married,Unknown,Unknown,0,0,1,0,0,1
68820,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
0,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,0
38945,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
28804,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,0
14625,1,1,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
46253,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
0,0,0,0,0,0,1,0,Unknown,Unknown,Worked less than 13 weeks in prior year,0,1,0,1,0,0
26040,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
41031,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
8775,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,0,1
321,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
30837,1,1,0,0,1,0,0,Married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,1,0
954,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
5737,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
82217,1,1,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
21616,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
80166,1,1,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
0,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,0
6821,1,1,0,1,0,0,0,Not married,Diploma/GED,Unknown,1,0,0,1,0,0
18501,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
0,0,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,1
16332,0,0,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
29452,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
6965,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
1596,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
34612,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,1
12249,0,0,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
1565,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
26334,1,1,0,1,0,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
0,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
2322,0,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,1
36201,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,1,0
6747,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
0,0,0,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
13726,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
2806,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
15484,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
48553,0,1,0,1,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
978,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
38743,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
4633,1,1,1,0,0,0,0,Not married,Unknown,Unknown,1,0,0,1,0,0
0,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,0,0
24468,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
46159,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
18147,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
13874,0,0,0,0,1,0,0,Married,Unknown,Worked 13 weeks or more in prior year,1,0,1,0,0,1
13419,0,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
20442,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
5311,1,1,0,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
4593,1,1,0,0,1,0,0,Not married,No diploma/GED,Unknown,0,0,1,0,0,1
254,1,1,0,1,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
2108,0,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
24799,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
18299,1,1,0,0,1,0,0,Unknown,No diploma/GED,Unknown,1,0,1,0,1,0
11010,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
56087,0,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
25401,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
23453,0,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
10101,0,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
18009,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
15176,0,1,0,0,1,0,0,Married,Diploma/GED,Unknown,0,0,1,0,0,1
8945,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
5952,1,1,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,0,0,1,0,1
16689,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,1
0,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
6180,0,0,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,1,0
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
2577,0,0,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
24536,1,1,0,0,0,0,1,Not married,Unknown,Worked less than 13 weeks in prior year,0,1,0,0,0,1
39888,0,0,0,0,1,0,0,Not married,Diploma/GED,Unknown,1,0,0,1,1,0
51060,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
28804,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,1
13812,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
25700,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
14291,1,1,0,1,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
588,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
16919,0,1,0,0,0,0,1,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
45958,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
17289,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
29797,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
16417,1,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,0,1,0,0,1,0,0,Unknown,Diploma/GED,Unknown,0,0,0,1,1,0
39570,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
18598,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,0
0,1,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
8717,0,0,0,0,0,1,0,Not married,No diploma/GED,Unknown,0,1,0,0,0,0
12615,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,0,0
9219,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
34837,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
8513,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,0
18501,1,1,1,0,0,0,0,Not married,No diploma/GED,Unknown,1,0,0,1,1,0
4614,0,0,0,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
5557,1,1,0,1,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,1,0,0,1,1,0
83490,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
41690,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
23765,1,1,0,0,0,1,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
33403,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
6930,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
10953,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
26475,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
40629,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
0,1,1,0,0,1,0,0,Unknown,Unknown,Worked 13 weeks or more in prior year,1,0,0,0,0,0
7872,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
26037,1,1,0,0,0,0,1,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
10350,0,0,0,0,0,0,1,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,1,1,0,0,0,0,1,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
6150,0,0,0,0,0,1,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,0
960,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
24333,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
10652,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
21175,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
11117,0,0,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
3345,0,1,0,1,0,0,0,Married,Unknown,Worked 13 weeks or more in prior year,0,0,1,1,0,1
61813,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
21572,1,1,1,0,0,0,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
3732,1,1,0,0,0,0,1,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
60,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
27660,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,0
45400,1,1,0,0,1,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,1,0,0,0,0
26314,0,0,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
3330,0,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,0
31957,1,1,1,0,0,0,0,Married,No diploma/GED,Unknown,0,0,0,1,0,1
34531,0,0,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
15218,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
22662,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,1
7501,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
7838,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
0,0,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
18101,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
0,1,1,0,0,0,1,0,Married,Diploma/GED,Unknown,0,0,0,0,0,0
1839,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
567,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
21569,0,1,0,0,0,0,1,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
24138,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
62019,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
12597,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
39383,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
1779,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
23466,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
22411,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
24049,1,1,0,1,0,0,0,Unknown,Unknown,Worked less than 13 weeks in prior year,1,0,1,0,0,0
0,1,1,0,0,1,0,0,Not married,Diploma/GED,Unknown,0,0,0,1,1,0
8315,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
18615,0,0,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
25669,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,0
29961,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
23832,1,1,0,0,1,0,0,Not married,Diploma/GED,Unknown,0,0,0,0,0,0
1971,0,0,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
981,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
47142,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
15438,0,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
63075,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,1,1,0,0,1,0,0,Unknown,Unknown,Worked less than 13 weeks in prior year,0,0,0,1,0,0
40236,1,1,0,0,1,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,1,0,0,1,0,1
0,0,0,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,1,0
1074,0,0,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
5376,0,1,0,0,0,1,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,0,1
10185,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
60033,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
17863,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
150,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,1
28847,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
28314,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
15850,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
4772,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
7512,0,1,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
17976,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,1
32178,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,0,1
23437,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,0
11383,0,1,1,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
15487,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
17413,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
5916,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
36010,1,1,1,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,0,0
0,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
56520,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
5850,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
39102,0,1,0,0,1,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,1,0,0,0,0,0
